model,1,5,10
efficientnetb0,0.0,0.699999988079071,0.7146000266075134
lenet,0.6119999885559082,0.6119999885559082,0.6119999885559082
mobilenetv2,0.5670999884605408,0.7484999895095825,0.7484999895095825
resnet18,0.7422999739646912,0.8356999754905701,0.8447999954223633
resnet50,0.4181999862194061,0.739799976348877,0.7480999827384949
vgg16,0.1000000014901161,0.1000000014901161,0.1000000014901161
